字符,id,笔画数
砹,05304,10
砺,05305,10
砻,05306,10
砼,05307,10
硇,05308,11
硌,05309,11
硐,05310,11
硒,05311,11
硖,05312,11
硗,05313,11
硪,05314,12
硭,05315,11
硷,05316,12
碇,05317,13
碚,05318,13
碛,05319,13
碜,05320,13
碡,05321,14
碥,05322,14
碲,05323,14
碹,05324,14
磉,05325,15
磔,05326,15
磙,05327,15
磲,05328,16
礅,05329,17
礓,05330,18
礞,05331,18
礤,05332,19
礴,05333,21
礻,05334,4
祓,05335,9
祛,05336,9
祜,05337,9
祢,05338,9
祧,05339,10
祯,05340,10
禄,05341,12
禅,05342,12
禊,05343,13
禚,05344,14
禳,05345,21
秭,05346,9
稂,05347,12
稆,05348,11
稗,05349,13
稣,05350,13
穑,05351,16
穰,05352,22
穸,05353,8
窀,05354,9
窦,05355,13
窬,05356,14
窭,05357,14
窳,05358,15
竦,05359,12
笃,05360,9
笄,05361,10
笈,05362,9
笊,05363,10
笏,05364,10
笕,05365,10
笥,05366,11
笪,05367,11
笫,05368,10
笱,05369,11
笳,05370,11
笸,05371,11
笺,05372,11
笾,05373,11
筅,05374,12
筇,05375,11
筌,05376,12
筘,05377,12
筚,05378,12
筢,05379,13
筱,05380,13
筲,05381,13
筻,05382,13
箅,05383,14
箐,05384,14
箜,05385,14
箢,05386,14
箦,05387,14
箧,05388,14
箨,05389,14
箪,05390,14
箬,05391,14
篑,05392,15
篚,05393,16
篝,05394,16
篥,05395,16
篪,05396,16
篼,05397,17
簋,05398,17
簏,05399,17
簖,05400,17
簟,05401,18
簦,05402,18
籀,05403,19
籁,05404,19
籴,05405,8
籼,05406,9
粑,05407,10
粝,05408,11
粞,05409,12
粲,05410,13
粼,05411,14
糁,05412,14
糅,05413,15
糇,05414,15
糈,05415,15
糌,05416,15
糍,05417,15
糗,05418,16
糨,05419,18
絷,05420,12
綦,05421,14
綮,05422,14
縻,05423,17
繇,05424,17
纂,05425,20
纛,05426,25
纡,05427,6
纣,05428,6
纥,05429,6
纨,05430,6
纩,05431,6
纭,05432,7
纰,05433,7
纶,05434,7
纾,05435,7
绀,05436,8
绁,05437,8
绂,05438,8
绉,05439,8
绋,05440,8
绌,05441,8
绐,05442,8
绔,05443,9
绗,05444,9
绚,05445,9
绛,05446,9
绠,05447,10
绡,05448,10
绥,05449,10
绦,05450,10
绨,05451,10
绫,05452,11
绮,05453,11
绯,05454,11
绲,05455,11
绶,05456,11
绺,05457,11
绻,05458,11
绾,05459,11
缂,05460,12
缃,05461,12
缄,05462,12
缇,05463,12
缈,05464,12
缉,05465,12
缌,05466,12
缏,05467,12
缑,05468,12
缒,05469,12
缗,05470,12
缙,05471,13
缛,05472,13
缜,05473,13
缟,05474,13
缡,05475,13
缢,05476,13
缣,05477,13
缥,05478,14
缦,05479,14
缧,05480,14
缫,05481,14
缬,05482,15
缮,05483,15
缯,05484,15
缱,05485,16
缲,05486,16
缳,05487,16
缵,05488,19
罂,05489,14
罅,05490,17
罘,05491,9
罡,05492,10
罨,05493,13
罱,05494,14
罴,05495,14
罾,05496,17
羁,05497,17
羝,05498,11
羟,05499,11
羧,05500,13
羰,05501,15
羼,05502,21
翊,05503,11
翥,05504,14
翦,05505,15
耔,05506,9
耖,05507,10
耠,05508,12
耢,05509,13
耥,05510,14
耧,05511,15
耪,05512,16
耱,05513,22
耵,05514,8
耷,05515,9
聃,05516,11
聍,05517,11
聩,05518,15
肟,05519,7
肭,05520,8
肷,05521,8
肼,05522,8
肽,05523,8
胂,05524,9
胍,05525,9
胗,05526,9
胙,05527,9
胨,05528,9
胩,05529,9
胪,05530,9
胫,05531,9
胬,05532,11
胲,05533,10
胺,05534,10
脍,05535,10
脎,05536,10
脒,05537,10
脔,05538,12
脘,05539,11
脞,05540,11
脬,05541,11
脲,05542,11
脶,05543,11
腈,05544,12
腙,05545,12
腚,05546,12
腠,05547,13
腧,05548,13
腩,05549,13
腭,05550,13
腼,05551,13
腽,05552,13
膑,05553,14
膦,05554,16
膪,05555,16
膻,05556,17
臁,05557,17
臆,05558,17
臌,05559,17
舁,05560,9
舄,05561,12
舡,05562,9
舣,05563,9
舴,05564,11
舸,05565,11
舻,05566,11
舾,05567,12
艄,05568,13
艚,05569,17
艟,05570,18
艨,05571,19
艴,05572,11
艽,05573,5
艿,05574,5
芄,05575,6
芈,05576,7
芊,05577,6
芎,05578,6
芏,05579,6
芑,05580,6
芗,05581,6
芘,05582,7
芡,05583,7
芨,05584,6
芩,05585,7
芪,05586,7
芫,05587,7
芮,05588,7
芴,05589,7
苁,05590,7
苄,05591,7
苈,05592,7
苊,05593,7
苋,05594,7
苌,05595,7
苎,05596,7
苕,05597,8
苘,05598,8
苠,05599,8
苡,05600,7
苤,05601,8
苴,05602,8
苷,05603,8
苻,05604,8
茈,05605,9
茌,05606,8
茏,05607,8
茑,05608,8
茔,05609,8
茕,05610,8
茚,05611,8
茛,05612,9
茜,05613,9
茭,05614,9
茯,05615,9
茼,05616,9
荇,05617,9
荑,05618,9
荛,05619,9
荜,05620,9
荟,05621,9
荥,05622,9
荦,05623,9
荨,05624,9
荩,05625,9
荪,05626,9
荫,05627,9
荬,05628,9
荭,05629,9
荽,05630,10
莅,05631,10
莛,05632,9
莜,05633,10
莨,05634,10
莩,05635,10
莪,05636,10
莰,05637,10
莳,05638,10
莴,05639,10
莶,05640,10
莸,05641,10
莼,05642,10
菀,05643,11
菏,05644,11
菖,05645,11
菘,05646,11
菝,05647,11
菡,05648,11
菥,05649,11
菪,05650,11
菹,05651,11
萁,05652,11
萏,05653,11
萑,05654,11
萘,05655,11
萜,05656,11
萦,05657,11
葑,05658,12
葚,05659,12
葜,05660,12
葳,05661,12
葶,05662,12
葸,05663,12
葺,05664,12
蒇,05665,12
蒈,05666,12
蒉,05667,12
蒎,05668,12
蒗,05669,13
蒡,05670,13
蒯,05671,13
蒴,05672,13
蒹,05673,13
蒺,05674,13
蒽,05675,13
蓁,05676,13
蓍,05677,13
蓐,05678,13
蓟,05679,13
蓠,05680,13
蓣,05681,13
蓥,05682,13
蓦,05683,13
蓰,05684,14
蓼,05685,14
蔌,05686,14
蔟,05687,14
蔷,05688,14
蔸,05689,14
蔹,05690,14
蔺,05691,14
蔻,05692,14
蕖,05693,14
蕤,05694,15
蕲,05695,15
蕹,05696,16
蕺,05697,15
蕻,05698,16
薅,05699,16
薏,05700,16
薤,05701,16
薮,05702,16
薰,05703,17
薷,05704,17
薹,05705,17
藁,05706,17
藉,05707,17
藓,05708,17
藜,05709,18
藩,05710,18
藿,05711,19
蘅,05712,19
蘖,05713,20
蘧,05714,19
蘩,05715,20
蘼,05716,22
虢,05717,15
虬,05718,7
虮,05719,8
虿,05720,9
蚋,05721,10
蚍,05722,10
蚝,05723,10
蚧,05724,10
蚨,05725,10
蚬,05726,10
蚰,05727,11
蚴,05728,11
蚺,05729,11
蛊,05730,11
蛎,05731,11
蛏,05732,11
蛑,05733,12
蛘,05734,12
蛩,05735,12
蛰,05736,12
蛱,05737,12
蛲,05738,12
蛳,05739,12
蛴,05740,12
蛸,05741,13
蜉,05742,13
蜍,05743,13
蜚,05744,14
蜞,05745,14
蜣,05746,13
蜮,05747,14
蜱,05748,14
蜾,05749,14
蝈,05750,14
蝣,05751,15
蝤,05752,15
蝥,05753,15
蝮,05754,15
蝰,05755,15
蝻,05756,15
蝼,05757,15
蝽,05758,15
蝾,05759,15
螅,05760,16
螈,05761,16
螋,05762,15
螗,05763,16
螨,05764,16
螬,05765,17
螭,05766,16
螯,05767,16
螵,05768,17
螽,05769,17
蟊,05770,17
蟛,05771,18
蟮,05772,18
蠃,05773,19
蠊,05774,19
蠓,05775,19
蠖,05776,19
蠡,05777,21
蠲,05778,23
蠹,05779,24
蠼,05780,26
衄,05781,10
衢,05782,24
衮,05783,10
衲,05784,9
衾,05785,10
衿,05786,9
袅,05787,10
袢,05788,10
袤,05789,11
袼,05790,11
裉,05791,11
裎,05792,12
裢,05793,12
裣,05794,12
裥,05795,12
裰,05796,13
裱,05797,13
裼,05798,13
裾,05799,13
褙,05800,14
褛,05801,14
褰,05802,16
褴,05803,15
襁,05804,17
襦,05805,19
襻,05806,24
觇,05807,9
觊,05808,10
觋,05809,11
觌,05810,12
觎,05811,13
觏,05812,14
觐,05813,15
觑,05814,15
觖,05815,11
觚,05816,12
觜,05817,13
觞,05818,12
觥,05819,13
觫,05820,14
觯,05821,15
觳,05822,17
訇,05823,9
謇,05824,17
讣,05825,4
讦,05826,5
讧,05827,5
讪,05828,5
讫,05829,5
讴,05830,6
讵,05831,6
讷,05832,6
诂,05833,7
诃,05834,7
诋,05835,7
诌,05836,7
诎,05837,7
诏,05838,7
诒,05839,7
诓,05840,8
诔,05841,8
诖,05842,8
诘,05843,8
诙,05844,8
诛,05845,8
诜,05846,8
诟,05847,8
诠,05848,8
诣,05849,8
诤,05850,8
诧,05851,8
诨,05852,8
诩,05853,8
诮,05854,9
诰,05855,9
诳,05856,9
诹,05857,10
诼,05858,10
诿,05859,10
谀,05860,10
谂,05861,10
谄,05862,10
谇,05863,10
谌,05864,11
谏,05865,11
谑,05866,11
谔,05867,11
谕,05868,11
谖,05869,11
谗,05870,11
谙,05871,11
谛,05872,11
谝,05873,11
谟,05874,12
谠,05875,12
谥,05876,12
谧,05877,12
谩,05878,13
谪,05879,13
谫,05880,13
谮,05881,14
谯,05882,14
谰,05883,14
谲,05884,14
谳,05885,15
谵,05886,15
谶,05887,19
豇,05888,10
豸,05889,7
貅,05890,13
貔,05891,17
貘,05892,17
贲,05893,9
贳,05894,9
贶,05895,9
贻,05896,9
贽,05897,10
赀,05898,10
赅,05899,10
赆,05900,10
赇,05901,11
赈,05902,11
赉,05903,11
赍,05904,12
赓,05905,12
赙,05906,14
赜,05907,15
赝,05908,16
赣,05909,21
趄,05910,12
趑,05911,13
趔,05912,13
趱,05913,23
趵,05914,10
趸,05915,10
趼,05916,11
趿,05917,10
跄,05918,11
跏,05919,12
跖,05920,12
跗,05921,12
跞,05922,12
跣,05923,13
跬,05924,13
跸,05925,13
跹,05926,13
跻,05927,13
踅,05928,14
踉,05929,14
踌,05930,14
踔,05931,15
踣,05932,15
踬,05933,15
踮,05934,15
踯,05935,15
踺,05936,15
踽,05937,16
蹀,05938,16
蹁,05939,16
蹇,05940,17
蹑,05941,17
蹒,05942,17
蹩,05943,18
蹯,05944,19
蹰,05945,19
蹿,05946,19
躅,05947,20
躇,05948,18
躐,05949,22
躔,05950,22
躜,05951,23
躞,05952,24
轫,05953,7
轭,05954,8
轱,05955,9
轲,05956,9
轳,05957,9
轵,05958,9
轶,05959,9
轷,05960,9
轸,05961,9
轺,05962,9
轼,05963,10
轾,05964,10
辁,05965,10
辂,05966,10
辄,05967,11
辇,05968,12
辊,05969,12
辋,05970,12
辍,05971,12
辎,05972,12
辏,05973,13
辔,05974,13
辗,05975,14
辘,05976,15
辚,05977,16
迓,05978,7
迕,05979,7
迮,05980,8
逄,05981,9
逋,05982,10
逑,05983,10
逡,05984,10
逦,05985,10
逭,05986,11
逯,05987,11
遄,05988,12
遒,05989,12
遽,05990,16
邂,05991,16
邃,05992,17
邈,05993,17
邋,05994,18
邗,05995,5
邙,05996,5
邛,05997,5
邝,05998,5
邡,05999,6
邬,06000,6
邯,06001,7
邰,06002,7
邳,06003,7
邴,06004,7
邹,06005,7
邺,06006,7
邾,06007,8
郄,06008,8
郅,06009,8
郇,06010,8
郏,06011,8
郐,06012,8
郓,06013,8
郗,06014,9
郛,06015,9
郜,06016,9
郦,06017,9
郧,06018,9
郫,06019,10
郯,06020,10
郴,06021,10
郸,06022,10
鄄,06023,11
鄢,06024,13
鄣,06025,13
鄯,06026,14
鄹,06027,16
酃,06028,19
酆,06029,20
酎,06030,10
酏,06031,10
酚,06032,11
酞,06033,11
酡,06034,12
酢,06035,12
酤,06036,12
酮,06037,13
酯,06038,13
酰,06039,13
酲,06040,14
酶,06041,14
酹,06042,14
酽,06043,14
酾,06044,14
醅,06045,15
醌,06046,15
醍,06047,16
醐,06048,16
醑,06049,16
醚,06050,16
醛,06051,16
醢,06052,17
醪,06053,18
醭,06054,19
醯,06055,19
醴,06056,20
醵,06057,20
醺,06058,21
銎,06059,14
銮,06060,14
鋈,06061,15
錾,06062,16
鍪,06063,17
鎏,06064,18
鏊,06065,18
鐾,06066,21
鑫,06067,24
钆,06068,6
钇,06069,6
钊,06070,7
钋,06071,7
钌,06072,7
钍,06073,8
钎,06074,8
钏,06075,8
钐,06076,8
钒,06077,8
钔,06078,8
钕,06079,8
钗,06080,8
钚,06081,9
钛,06082,9
钜,06083,9
钣,06084,9
钤,06085,9
钨,06086,9
钪,06087,9
钫,06088,9
钬,06089,9
钭,06090,9
钯,06091,9
钰,06092,10
钲,06093,10
钴,06094,10
钵,06095,10
钷,06096,10
钹,06097,10
钺,06098,10
钼,06099,10
钽,06100,10
钿,06101,10
铀,06102,10
铂,06103,10
铄,06104,10
铈,06105,10
铉,06106,10
铊,06107,10
铋,06108,10
铌,06109,10
铍,06110,10
铎,06111,10
铑,06112,11
铒,06113,11
铕,06114,11
铗,06115,11
铘,06116,11
铙,06117,11
铞,06118,11
铟,06119,11
铠,06120,11
铢,06121,11
铤,06122,11
铥,06123,11
铧,06124,11
铨,06125,11
铩,06126,11
铪,06127,11
铫,06128,11
铬,06129,11
铮,06130,11
铯,06131,11
铰,06132,11
铱,06133,11
铳,06134,11
铴,06135,11
铷,06136,11
铹,06137,12
铼,06138,12
铽,06139,12
铿,06140,12
锂,06141,12
锃,06142,12
锆,06143,12
锇,06144,12
锊,06145,12
锎,06146,12
锏,06147,12
锑,06148,12
锒,06149,12
锓,06150,12
锔,06151,12
锕,06152,12
锖,06153,13
锗,06154,13
锘,06155,13
锛,06156,13
锝,06157,13
锞,06158,13
锟,06159,13
锢,06160,13
锩,06161,13
锪,06162,13
锫,06163,13
锬,06164,13
锱,06165,13
锲,06166,14
锴,06167,14
锵,06168,14
锶,06169,14
锷,06170,14
锸,06171,14
锺,06172,14
锾,06173,14
锿,06174,14
镁,06175,14
镂,06176,14
镄,06177,14
镅,06178,14
镆,06179,15
镉,06180,15
镌,06181,15
镍,06182,15
镎,06183,15
镏,06184,15
镑,06185,15
镒,06186,15
镓,06187,15
镖,06188,16
镗,06189,16
镘,06190,16
镛,06191,16
镝,06192,16
镞,06193,16
镡,06194,17
镢,06195,17
镤,06196,17
镥,06197,17
镦,06198,17
镧,06199,17
镨,06200,17
镩,06201,17
镪,06202,17
镫,06203,17
镬,06204,18
镭,06205,18
镯,06206,18
镱,06207,18
镲,06208,19
镳,06209,20
闩,06210,4
闫,06211,6
闱,06212,7
闳,06213,7
闵,06214,7
闶,06215,7
闼,06216,9
闾,06217,9
阂,06218,9
阃,06219,10
阄,06220,10
阆,06221,10
阈,06222,11
阉,06223,11
阊,06224,11
阋,06225,11
阌,06226,11
阍,06227,11
阏,06228,11
阑,06229,12
阒,06230,12
阕,06231,12
阖,06232,13
阗,06233,13
阙,06234,13
阚,06235,14
阢,06236,5
阼,06237,7
阽,06238,7
陇,06239,7
陔,06240,8
陟,06241,9
陧,06242,9
隈,06243,11
隗,06244,11
隰,06245,16
隳,06246,17
隼,06247,10
隽,06248,10
雎,06249,13
雠,06250,18
霁,06251,14
霈,06252,15
霪,06253,19
霭,06254,19
霰,06255,20
霾,06256,22
靓,06257,12
靥,06258,15
靳,06259,13
鞑,06260,15
鞒,06261,15
鞫,06262,18
鞯,06263,18
鞲,06264,19
鞴,06265,19
韦,06266,4
韪,06267,13
韫,06268,13
韬,06269,14
顸,06270,9
顼,06271,10
颀,06272,10
颃,06273,10
颉,06274,12
颌,06275,12
颍,06276,12
颏,06277,12
颐,06278,13
颔,06279,13
颚,06280,15
颛,06281,15
颞,06282,16
颟,06283,16
颡,06284,16
颢,06285,18
颥,06286,20
颦,06287,21
颧,06288,23
飑,06289,9
飓,06290,12
飕,06291,13
飚,06292,16
飨,06293,12
餍,06294,15
饔,06295,22
饕,06296,22
饧,06297,6
饨,06298,7
饩,06299,7
饪,06300,7
饫,06301,7
饬,06302,7
饯,06303,8
饴,06304,8
饷,06305,9
饽,06306,10
馀,06307,10
馄,06308,11
馇,06309,12
馈,06310,12
馊,06311,12
馐,06312,13
馑,06313,14
馓,06314,15
馔,06315,15
馕,06316,25
馗,06317,11
馘,06318,17
馨,06319,20
驭,06320,5
驵,06321,8
驷,06322,8
驸,06323,8
驺,06324,8
驽,06325,8
驿,06326,8
骀,06327,8
骁,06328,9
骅,06329,9
骈,06330,9
骊,06331,10
骋,06332,10
骐,06333,11
骒,06334,11
骓,06335,11
骖,06336,11
骘,06337,12
骛,06338,12
骜,06339,13
骝,06340,13
骞,06341,13
骟,06342,13
骠,06343,14
骣,06344,15
骥,06345,19
骧,06346,20
骶,06347,14
骺,06348,15
髀,06349,17
髂,06350,18
髅,06351,18
髋,06352,19
髌,06353,19
髑,06354,22
髫,06355,15
髹,06356,16
鬈,06357,18
鬏,06358,19
鬟,06359,23
鬣,06360,25
鬯,06361,10
鬻,06362,22
魃,06363,14
魇,06364,15
魈,06365,16
魉,06366,16
魑,06367,19
鱿,06368,12
鲂,06369,12
鲅,06370,13
鲆,06371,13
鲇,06372,13
鲈,06373,13
鲋,06374,13
鲍,06375,13
鲎,06376,13
鲐,06377,13
鲑,06378,14
鲔,06379,14
鲚,06380,14
鲛,06381,14
鲞,06382,14
鲟,06383,14
鲠,06384,15
鲡,06385,15
鲢,06386,15
鲣,06387,15
鲥,06388,15
鲦,06389,15
鲧,06390,15
鲨,06391,15
鲩,06392,15
鲭,06393,16
鲮,06394,16
鲰,06395,16
鲲,06396,16
鲳,06397,16
鲴,06398,16
鲵,06399,16
鲷,06400,16
鲺,06401,16
鲻,06402,16
鲼,06403,17
鲽,06404,17
鳃,06405,17
鳅,06406,17
鳆,06407,17
鳇,06408,17
鳊,06409,17
鳌,06410,18
鳎,06411,18
鳏,06412,18
鳐,06413,18
鳓,06414,19
鳔,06415,19
鳕,06416,19
鳗,06417,19
鳘,06418,19
鳙,06419,19
鳜,06420,20
鳝,06421,20
鳟,06422,20
鳢,06423,21
鸢,06424,8
鸨,06425,9
鸩,06426,9
鸪,06427,10
鸫,06428,10
鸬,06429,10
鸱,06430,10
鸲,06431,10
鸶,06432,10
鸷,06433,11
鸸,06434,11
鸹,06435,11
鸺,06436,11
鸾,06437,11
鹁,06438,12
鹂,06439,12
鹄,06440,12
鹆,06441,12
鹇,06442,12
鹈,06443,12
鹋,06444,13
鹌,06445,13
鹎,06446,13
鹑,06447,13
鹗,06448,14
鹘,06449,14
鹚,06450,14
鹛,06451,14
鹜,06452,14
鹞,06453,15
鹣,06454,15
鹧,06455,16
鹨,06456,16
鹩,06457,17
鹪,06458,17
鹫,06459,17
鹬,06460,17
鹭,06461,18
鹱,06462,18
鹳,06463,22
麇,06464,16
麈,06465,16
麝,06466,21
麟,06467,23
麽,06468,14
黉,06469,16
黟,06470,18
黢,06471,19
黥,06472,20
黧,06473,20
黩,06474,20
黯,06475,21
黹,06476,12
黻,06477,17
黼,06478,19
黾,06479,8
鼋,06480,12
鼍,06481,20
鼐,06482,14
鼗,06483,19
鼙,06484,21
鼢,06485,17
鼯,06486,20
鼷,06487,23
鼹,06488,23
齑,06489,15
龀,06490,10
龃,06491,13
龅,06492,13
龆,06493,13
龇,06494,14
龈,06495,14
龉,06496,15
龊,06497,15
龋,06498,17
龌,06499,17
乙,06500,1
兀,06501,3
升,06502,4
旦,06503,5
失,06504,5
丞,06505,6
牟,06506,6
休,06507,6
吹,06508,7
宏,06509,7
每,06510,7
址,06511,7
隹,06512,8
其,06513,8
明,06514,8
叔,06515,8
忠,06516,8
穿,06517,9
革,06518,9
姥,06519,9
毗,06520,9
咸,06521,9
泱,06522,8
倘,06523,10
肪,06524,8
耕,06525,10
料,06526,10
徒,06527,10
殷,06528,10
彬,06529,11
蛋,06530,11
狼,06531,10
鹿,06532,11
羞,06533,10
趾,06534,11
弼,06535,12
等,06536,12
猓,06537,11
喱,06538,12
迢,06539,8
添,06540,11
陂,06541,7
港,06542,12
逅,06543,9
援,06544,12
熙,06545,14
渝,06546,12
端,06547,14
猾,06548,12
慝,06549,14
榫,06550,14
漂,06551,14
郭,06552,10
瘤,06553,15
漾,06554,14
遏,06555,12
瓢,06556,16
糖,06557,16
螫,06558,17
膝,06559,15
鄞,06560,13
与,06561,3
业,06562,5
夺,06563,6
讲,06564,6
苏,06565,7
闷,06566,7
苹,06567,8
肿,06568,8
驻,06569,8
钥,06570,9
宪,06571,9
毙,06572,10
涨,06573,10
脸,06574,11
暂,06575,12
摄,06576,13
赚,06577,14
霸,06578,21
坠,06579,7
昵,06580,9
脓,06581,10
焕,06582,11
蓖,06583,13
篓,06584,15
髓,06585,21
僬,06586,14
咭,06587,9
嘏,06588,14
埯,06589,11
孥,06590,8
帧,06591,9
恝,06592,10
掮,06593,11
晖,06594,10
椁,06595,12
殛,06596,12
浜,06597,10
澍,06598,15
犏,06599,13
琚,06600,12
瘛,06601,15
砣,06602,10
窨,06603,14
粜,06604,11
缁,06605,11
耩,06606,16
舳,06607,11
茳,06608,9
蒌,06609,12
虼,06610,9
蟪,06611,18
詈,06612,12
谡,06613,12
跽,06614,14
迩,06615,8
酐,06616,10
钡,06617,9
铵,06618,11
镔,06619,15
陉,06620,7
飙,06621,16
骢,06622,14
鲱,06623,16
鹕,06624,14
